test_suite,test_name,scenario,duration,step_name,request_count,ok,failed,rps,min,mean,max,50_percent,75_percent,95_percent,99_percent,std_dev,data_transfer_min_kb,data_transfer_mean_kb,data_transfer_max_kb,data_transfer_all_mb
nbomber_default_test_suite_name,nbomber_default_test_name,http_scenario,00:03:00,global information,6030,6030,0,33.5,0.12,0.75,143.11,0.67,0.84,1.11,2.03,1.9,0.452,0.467,0.487,2.8
